"月","日","時","外気温[℃]","外気絶対湿度 [kg/kgDA]","法線面直達日射量 [W/m2]","水平面天空日射量 [W/m2]","水平面夜間放射量 [W/m2]","太陽高度角[度]","太陽方位角[度]",
"1","1","1","-0.9","0.0022","0","0","89.4055555555555","-69","-56",
"1","1","2","-2","0.0021","0","0","92.8888888888889","-58","-75",
"1","1","3","-2.8","0.0021","0","0","91.7277777777778","-46","-86",
"1","1","4","-4","0.0022","0","0","91.7277777777778","-34","-85",
"1","1","5","-4.2","0.0023","0","0","94.05","-22","-77",
"1","1","6","-4.6","0.0024","0","0","95.2111111111111","-10","-69",
"1","1","7","-4.7","0.0025","41.8","11.6111111111111","94.05","1","-60",
"1","1","8","-2","0.0026","443.544444444444","52.25","98.6944444444444","10","-51",
"1","1","9","1.2","0.0028","629.322222222222","77.7944444444445","102.177777777778","19","-40",
"1","1","10","3.7","0.0026","721.05","91.7277777777778","105.661111111111","26","-26",
"1","1","11","5.1","0.0026","754.722222222222","99.8555555555555","109.144444444444","30","-12",
"1","1","12","5.7","0.0024","765.172222222222","99.8555555555555","109.144444444444","30","4",
"1","1","13","6.3","0.0024","740.788888888889","97.5333333333333","112.627777777778","28","20",
"1","1","14","6.5","0.0023","682.733333333333","83.6","113.788888888889","22","34",
"1","1","15","6.2","0.0022","463.283333333333","75.4722222222222","112.627777777778","15","46",
"1","1","16","5","0.0022","66.1833333333333","25.5444444444444","111.466666666667","5","56",
"1","1","17","3.6","0.0023","0","0","107.983333333333","-5","65",
"1","1","18","2.9","0.0023","0","0","106.822222222222","-17","73",
"1","1","19","1.2","0.0023","0","0","104.5","-28","81",
"1","1","20","1.1","0.0023","0","0","104.5","-40","89",
"1","1","21","-0.7","0.0024","0","0","101.016666666667","-52","81",
"1","1","22","-1.5","0.0023","0","0","101.016666666667","-64","66",
"1","1","23","-2.4","0.0023","0","0","98.6944444444444","-74","38",
"1","1","24","-3.3","0.0022","0","0","97.5333333333333","-76","-16",
"1","2","1","-3.5","0.0021","0","0","97.5333333333333","-69","-56",
"1","2","2","-4.1","0.0021","0","0","97.5333333333333","-58","-75",
"1","2","3","-5","0.0021","0","0","96.3722222222222","-46","-86",
"1","2","4","-5.1","0.0022","0","0","95.2111111111111","-34","-85",
"1","2","5","-4.7","0.0023","0","0","94.05","-22","-77",
"1","2","6","-5.5","0.0024","0","0","90.5666666666666","-10","-69",
"1","2","7","-5.6","0.0025","41.8","11.6111111111111","90.5666666666666","0","-61",
"1","2","8","-3.7","0.0027","424.966666666667","52.25","92.8888888888889","10","-51",
"1","2","9","0.3","0.0028","582.877777777778","85.9222222222222","97.5333333333333","19","-40",
"1","2","10","2.4","0.0026","668.8","102.177777777778","102.177777777778","26","-27",
"1","2","11","3.8","0.0025","707.116666666667","111.466666666667","103.338888888889","30","-12",
"1","2","12","5.1","0.0023","704.794444444444","113.788888888889","106.822222222222","30","4",
"1","2","13","5.5","0.0022","688.538888888889","107.983333333333","109.144444444444","28","20",
"1","2","14","5.5","0.002","251.961111111111","141.655555555556","85.9222222222222","22","34",
"1","2","15","5.5","0.0019","287.955555555556","85.9222222222222","91.7277777777778","15","46",
"1","2","16","5","0.0019","63.8611111111111","25.5444444444444","92.8888888888889","5","56",
"1","2","17","2.7","0.002","0","0","89.4055555555555","-5","65",
"1","2","18","1.4","0.0021","0","0","89.4055555555555","-16","73",
"1","2","19","0.1","0.0022","0","0","88.2444444444444","-28","81",
"1","2","20","-1.5","0.0023","0","0","87.0833333333333","-40","89",
"1","2","21","-1.7","0.0024","0","0","85.9222222222222","-52","81",
"1","2","22","-1.8","0.0023","0","0","88.2444444444444","-64","66",
"1","2","23","-1.8","0.0023","0","0","88.2444444444444","-73","38",
"1","2","24","-1.9","0.0022","0","0","90.5666666666666","-76","-15",
"1","3","1","-3.2","0.0022","0","0","90.5666666666666","-69","-55",
"1","3","2","-4","0.0021","0","0","91.7277777777778","-58","-74",
"1","3","3","-3.4","0.0021","0","0","91.7277777777778","-46","-86",
"1","3","4","-5.1","0.0022","0","0","92.8888888888889","-34","-85",
"1","3","5","-4.8","0.0023","0","0","91.7277777777778","-22","-77",
"1","3","6","-4.6","0.0024","0","0","91.7277777777778","-10","-69",
"1","3","7","-5.5","0.0024","41.8","11.6111111111111","94.05","0","-61",
"1","3","8","-1.9","0.0025","491.15","49.9277777777778","98.6944444444444","10","-51",
"1","3","9","0.7","0.0026","671.122222222222","71.9888888888889","102.177777777778","19","-40",
"1","3","10","3.3","0.0026","779.105555555555","77.7944444444445","106.822222222222","26","-27",
"1","3","11","4.6","0.0025","801.166666666667","88.2444444444444","106.822222222222","30","-12",
"1","3","12","5.7","0.0024","810.455555555556","88.2444444444444","109.144444444444","30","4",
"1","3","13","6.1","0.0024","796.522222222222","83.6","111.466666666667","28","20",
"1","3","14","7","0.0024","729.177777777778","77.7944444444445","113.788888888889","23","34",
"1","3","15","6.9","0.0024","577.072222222222","63.8611111111111","112.627777777778","15","46",
"1","3","16","6.5","0.0023","349.494444444444","30.1888888888889","113.788888888889","5","56",
"1","3","17","4.5","0.0023","0","0","109.144444444444","-5","65",
"1","3","18","3.8","0.0023","0","0","109.144444444444","-16","73",
"1","3","19","3.7","0.0023","0","0","107.983333333333","-28","81",
"1","3","20","3.6","0.0023","0","0","107.983333333333","-40","90",
"1","3","21","-0.6","0.0023","0","0","102.177777777778","-52","81",
"1","3","22","-1","0.0022","0","0","103.338888888889","-64","66",
"1","3","23","-1.7","0.0022","0","0","99.8555555555555","-73","38",
"1","3","24","-2","0.0021","0","0","101.016666666667","-76","-15",
"1","4","1","-3.4","0.0021","0","0","99.8555555555555","-69","-55",
"1","4","2","-3.7","0.002","0","0","98.6944444444444","-58","-74",
"1","4","3","-4.3","0.002","0","0","98.6944444444444","-46","-86",
"1","4","4","-5.2","0.002","0","0","97.5333333333333","-34","-85",
"1","4","5","-5.5","0.0021","0","0","96.3722222222222","-22","-77",
"1","4","6","-5.1","0.0022","0","0","95.2111111111111","-10","-69",
"1","4","7","-5.8","0.0022","63.8611111111111","13.9333333333333","95.2111111111111","0","-61",
"1","4","8","-2.8","0.0023","519.016666666667","47.6055555555556","97.5333333333333","10","-51",
"1","4","9","1.7","0.0023","698.988888888889","69.6666666666667","104.5","19","-40",
"1","4","10","3.5","0.0022","796.522222222222","75.4722222222222","110.305555555556","26","-27",
"1","4","11","4.8","0.0022","832.516666666667","80.1166666666666","110.305555555556","30","-12",
"1","4","12","5.2","0.002","834.838888888889","83.6","112.627777777778","31","4",
"1","4","13","6.1","0.002","820.905555555555","77.7944444444445","113.788888888889","28","20",
"1","4","14","6.5","0.0019","762.85","71.9888888888889","116.111111111111","23","34",
"1","4","15","6.6","0.0018","599.133333333333","63.8611111111111","117.272222222222","15","46",
"1","4","16","5.9","0.0019","387.811111111111","30.1888888888889","116.111111111111","6","56",
"1","4","17","3.7","0.0019","0","0","107.983333333333","-5","65",
"1","4","18","1.1","0.002","0","0","98.6944444444444","-16","73",
"1","4","19","-0.3","0.0021","0","0","91.7277777777778","-28","81",
"1","4","20","-0.9","0.0022","0","0","87.0833333333333","-40","90",
"1","4","21","-1.6","0.0023","0","0","83.6","-52","80",
"1","4","22","-1.7","0.0023","0","0","80.1166666666666","-63","66",
"1","4","23","-1.8","0.0023","0","0","74.3111111111111","-73","38",
"1","4","24","-1.3","0.0024","0","0","70.8277777777778","-76","-14",
"1","5","1","0","0.0024","0","0","68.5055555555555","-69","-54",
"1","5","2","0.4","0.0025","0","0","65.0222222222222","-58","-74",
"1","5","3","0.3","0.0025","0","0","61.5388888888889","-46","-86",
"1","5","4","0.1","0.0025","0","0","58.0555555555556","-34","-85",
"1","5","5","-0.4","0.0026","0","0","55.7333333333333","-22","-77",
"1","5","6","-0.1","0.0026","0","0","51.0888888888889","-11","-69",
"1","5","7","-1.3","0.0027","2.32222222222222","5.80555555555556","46.4444444444444","0","-61",
"1","5","8","-0.7","0.0027","27.8666666666667","38.3166666666667","42.9611111111111","10","-51",
"1","5","9","1","0.0027","141.655555555556","113.788888888889","67.3444444444444","19","-40",
"1","5","10","4.3","0.0029","219.45","166.038888888889","77.7944444444445","26","-27",
"1","5","11","5.2","0.003","121.916666666667","185.777777777778","70.8277777777778","30","-12",
"1","5","12","6.2","0.0031","19.7388888888889","113.788888888889","45.2833333333333","31","4",
"1","5","13","6.4","0.0032","63.8611111111111","155.588888888889","60.3777777777778","28","20",
"1","5","14","7.2","0.0034","143.977777777778","141.655555555556","75.4722222222222","23","34",
"1","5","15","8.2","0.0035","107.983333333333","85.9222222222222","71.9888888888889","15","46",
"1","5","16","7","0.0036","66.1833333333333","27.8666666666667","54.5722222222222","6","56",
"1","5","17","4.1","0.0036","0","0","46.4444444444444","-5","65",
"1","5","18","4.3","0.0037","0","0","41.8","-16","73",
"1","5","19","4.9","0.0038","0","0","35.9944444444444","-28","81",
"1","5","20","5.5","0.0038","0","0","31.35","-40","90",
"1","5","21","5.9","0.0039","0","0","27.8666666666667","-52","80",
"1","5","22","5.7","0.0041","0","0","20.9","-63","66",
"1","5","23","4.6","0.0043","0","0","15.0944444444444","-73","38",
"1","5","24","4.5","0.0044","0","0","15.0944444444444","-76","-14",
"1","6","1","4.5","0.0046","0","0","17.4166666666667","-69","-54",
"1","6","2","4.6","0.0047","0","0","18.5777777777778","-58","-74",
"1","6","3","4.3","0.0049","0","0","19.7388888888889","-46","-85",
"1","6","4","4.9","0.005","0","0","19.7388888888889","-34","-86",
"1","6","5","4.9","0.0051","0","0","19.7388888888889","-22","-78",
"1","6","6","4.6","0.0051","0","0","20.9","-11","-70",
"1","6","7","4.7","0.0053","2.32222222222222","5.80555555555556","22.0611111111111","0","-61",
"1","6","8","5","0.0053","16.2555555555556","33.6722222222222","23.2222222222222","10","-52",
"1","6","9","6.1","0.0054","13.9333333333333","58.0555555555556","23.2222222222222","19","-40",
"1","6","10","7.1","0.0052","11.6111111111111","77.7944444444445","25.5444444444444","26","-27",
"1","6","11","7.4","0.0051","8.12777777777778","94.05","23.2222222222222","30","-12",
"1","6","12","7.7","0.0049","5.80555555555556","97.5333333333333","25.5444444444444","31","4",
"1","6","13","8","0.0047","8.12777777777778","88.2444444444444","24.3833333333333","28","19",
"1","6","14","8.1","0.0045","11.6111111111111","71.9888888888889","24.3833333333333","23","34",
"1","6","15","8","0.0044","13.9333333333333","49.9277777777778","26.7055555555556","15","46",
"1","6","16","7.7","0.0043","16.2555555555556","16.2555555555556","25.5444444444444","6","56",
"1","6","17","7.3","0.0043","0","0","25.5444444444444","-5","65",
"1","6","18","6.7","0.0042","0","0","29.0277777777778","-16","73",
"1","6","19","6.2","0.0042","0","0","29.0277777777778","-28","81",
"1","6","20","6.1","0.0042","0","0","27.8666666666667","-40","90",
"1","6","21","6.2","0.0042","0","0","31.35","-52","80",
"1","6","22","5.8","0.0042","0","0","32.5111111111111","-63","66",
"1","6","23","5.5","0.0042","0","0","31.35","-73","39",
"1","6","24","4.9","0.0042","0","0","33.6722222222222","-76","-13",
"1","7","1","4.4","0.0042","0","0","33.6722222222222","-69","-54",
"1","7","2","4.6","0.0042","0","0","34.8333333333333","-58","-73",
"1","7","3","4.5","0.0042","0","0","34.8333333333333","-46","-85",
"1","7","4","4.6","0.0042","0","0","37.1555555555556","-34","-86",
"1","7","5","4.6","0.0041","0","0","37.1555555555556","-22","-78",
"1","7","6","4.9","0.004","0","0","39.4777777777778","-11","-70",
"1","7","7","4.7","0.004","2.32222222222222","5.80555555555556","40.6388888888889","0","-61",
"1","7","8","5","0.0039","27.8666666666667","38.3166666666667","42.9611111111111","10","-52",
"1","7","9","5.2","0.0038","19.7388888888889","71.9888888888889","42.9611111111111","19","-40",
"1","7","10","5.7","0.0038","19.7388888888889","94.05","42.9611111111111","26","-27",
"1","7","11","6","0.0039","16.2555555555556","107.983333333333","41.8","30","-12",
"1","7","12","8","0.0039","225.255555555556","202.033333333333","82.4388888888889","31","4",
"1","7","13","8.2","0.004","325.111111111111","179.972222222222","88.2444444444444","28","19",
"1","7","14","8.6","0.004","138.172222222222","141.655555555556","70.8277777777778","23","34",
"1","7","15","8.8","0.004","22.0611111111111","58.0555555555556","44.1222222222222","15","46",
"1","7","16","8.5","0.004","30.1888888888889","22.0611111111111","42.9611111111111","6","56",
"1","7","17","8.3","0.0041","0","0","41.8","-5","65",
"1","7","18","8.1","0.0042","0","0","40.6388888888889","-16","73",
"1","7","19","7.8","0.0042","0","0","42.9611111111111","-28","81",
"1","7","20","7.5","0.0042","0","0","40.6388888888889","-40","90",
"1","7","21","7.2","0.0043","0","0","39.4777777777778","-52","80",
"1","7","22","7","0.0044","0","0","40.6388888888889","-63","66",
"1","7","23","6.5","0.0046","0","0","38.3166666666667","-73","39",
"1","7","24","6.3","0.0047","0","0","37.1555555555556","-76","-13",
"1","8","1","5.8","0.0048","0","0","38.3166666666667","-69","-53",
"1","8","2","5.8","0.005","0","0","38.3166666666667","-58","-73",
"1","8","3","5.7","0.0051","0","0","37.1555555555556","-46","-85",
"1","8","4","5.7","0.005","0","0","37.1555555555556","-34","-86",
"1","8","5","5.4","0.005","0","0","35.9944444444444","-22","-78",
"1","8","6","5.3","0.005","0","0","35.9944444444444","-11","-70",
"1","8","7","5.2","0.005","2.32222222222222","5.80555555555556","34.8333333333333","0","-61",
"1","8","8","5.1","0.005","19.7388888888889","35.9944444444444","34.8333333333333","10","-52",
"1","8","9","5.5","0.005","11.6111111111111","63.8611111111111","35.9944444444444","19","-41",
"1","8","10","5.9","0.0051","8.12777777777778","85.9222222222222","35.9944444444444","26","-28",
"1","8","11","6.5","0.0052","8.12777777777778","99.8555555555555","35.9944444444444","30","-12",
"1","8","12","6.8","0.0053","11.6111111111111","99.8555555555555","34.8333333333333","31","4",
"1","8","13","7","0.0054","13.9333333333333","88.2444444444444","35.9944444444444","29","19",
"1","8","14","7.9","0.0055","19.7388888888889","85.9222222222222","40.6388888888889","23","34",
"1","8","15","9","0.0056","61.5388888888889","77.7944444444445","56.8944444444444","16","46",
"1","8","16","9.7","0.0056","19.7388888888889","19.7388888888889","34.8333333333333","6","56",
"1","8","17","8.9","0.0056","0","0","39.4777777777778","-4","65",
"1","8","18","8.9","0.0056","0","0","42.9611111111111","-16","74",
"1","8","19","7.4","0.0056","0","0","46.4444444444444","-27","81",
"1","8","20","7.5","0.0056","0","0","48.7666666666667","-39","90",
"1","8","21","7.4","0.0056","0","0","51.0888888888889","-51","80",
"1","8","22","6.7","0.0052","0","0","55.7333333333333","-63","66",
"1","8","23","5.9","0.0047","0","0","60.3777777777778","-73","39",
"1","8","24","5.6","0.0043","0","0","65.0222222222222","-76","-12",
"1","9","1","4.8","0.0039","0","0","69.6666666666667","-69","-53",
"1","9","2","4.2","0.0034","0","0","74.3111111111111","-58","-73",
"1","9","3","3.6","0.003","0","0","80.1166666666666","-46","-85",
"1","9","4","2.7","0.003","0","0","81.2777777777778","-34","-86",
"1","9","5","0.4","0.0029","0","0","84.7611111111111","-22","-78",
"1","9","6","-0.4","0.0028","0","0","85.9222222222222","-11","-70",
"1","9","7","-1.2","0.0028","41.8","11.6111111111111","88.2444444444444","0","-62",
"1","9","8","0.4","0.0027","391.294444444444","55.7333333333333","95.2111111111111","11","-52",
"1","9","9","3.6","0.0027","624.677777777778","80.1166666666666","104.5","19","-41",
"1","9","10","5.4","0.0025","710.6","94.05","107.983333333333","26","-28",
"1","9","11","6.9","0.0023","746.594444444444","105.661111111111","112.627777777778","30","-13",
"1","9","12","8.7","0.0021","751.238888888889","107.983333333333","116.111111111111","31","3",
"1","9","13","10.2","0.002","732.661111111111","102.177777777778","118.433333333333","29","19",
