"月","日","時","外気温[℃]","外気絶対湿度 [kg/kgDA]","法線面直達日射量 [W/m2]","水平面天空日射量 [W/m2]","水平面夜間放射量 [W/m2]","太陽高度角[度]","太陽方位角[度]",
"1","2","11","11.6","0.0047","718.727777777778","119.594444444444","103.338888888889","32","-21",
"1","2","12","14.6","0.0049","754.722222222222","119.594444444444","107.983333333333","35","-5",
"1","2","13","15.8","0.0048","748.916666666667","119.594444444444","109.144444444444","34","12",
"1","2","14","16.2","0.0049","698.988888888889","113.788888888889","111.466666666667","30","27",
"1","2","15","16.7","0.0049","563.138888888889","107.983333333333","111.466666666667","23","40",
"1","2","16","16.1","0.0049","383.166666666667","75.4722222222222","111.466666666667","14","51",
"1","2","17","15.5","0.005","357.622222222222","16.2555555555556","102.177777777778","3","60",
"1","2","18","12.6","0.0057","0","0","91.7277777777778","-8","68",
"1","2","19","10.8","0.0057","0","0","82.4388888888889","-20","75",
"1","2","20","9","0.0057","0","0","76.6333333333333","-33","82",
"1","2","21","7.7","0.0055","0","0","71.9888888888889","-46","89",
"1","2","22","6.8","0.0054","0","0","67.3444444444444","-58","82",
"1","2","23","6","0.0051","0","0","63.8611111111111","-71","67",
"1","2","24","5.6","0.005","0","0","59.2166666666667","-80","25",
"1","3","1","5.3","0.0049","0","0","54.5722222222222","-77","-48",
"1","3","2","5","0.0048","0","0","51.0888888888889","-66","-74",
"1","3","3","4.4","0.0046","0","0","45.2833333333333","-53","-86",
"1","3","4","4.4","0.0046","0","0","41.8","-40","-86",
"1","3","5","4.7","0.0047","0","0","38.3166666666667","-28","-79",
"1","3","6","4.5","0.0047","0","0","31.35","-16","-72",
"1","3","7","4.7","0.0048","0","0","30.1888888888889","-4","-65",
"1","3","8","5.2","0.005","2.32222222222222","13.9333333333333","24.3833333333333","7","-57",
"1","3","9","6.3","0.0055","2.32222222222222","35.9944444444444","24.3833333333333","18","-47",
"1","3","10","7.4","0.0061","0","38.3166666666667","15.0944444444444","26","-36",
"1","3","11","8.4","0.0066","5.80555555555556","33.6722222222222","15.0944444444444","32","-21",
"1","3","12","8.8","0.0069","8.12777777777778","55.7333333333333","13.9333333333333","35","-5",
"1","3","13","9.6","0.0073","2.32222222222222","88.2444444444444","23.2222222222222","34","12",
"1","3","14","10.2","0.0076","16.2555555555556","105.661111111111","20.9","30","27",
"1","3","15","11.3","0.008","19.7388888888889","85.9222222222222","20.9","23","40",
"1","3","16","11.7","0.0082","16.2555555555556","47.6055555555556","20.9","14","51",
"1","3","17","12.1","0.0081","19.7388888888889","11.6111111111111","17.4166666666667","3","60",
"1","3","18","11.7","0.0081","0","0","12.7722222222222","-8","68",
"1","3","19","10.6","0.0077","0","0","17.4166666666667","-20","75",
"1","3","20","9","0.0071","0","0","23.2222222222222","-33","82",
"1","3","21","8","0.0066","0","0","29.0277777777778","-45","89",
"1","3","22","7","0.0061","0","0","35.9944444444444","-58","82",
"1","3","23","6.9","0.0059","0","0","40.6388888888889","-70","67",
"1","3","24","7.6","0.0056","0","0","49.9277777777778","-80","25",
"1","4","1","8.6","0.0053","0","0","54.5722222222222","-77","-47",
"1","4","2","6.3","0.0051","0","0","60.3777777777778","-66","-74",
"1","4","3","4.7","0.0049","0","0","66.1833333333333","-53","-86",
"1","4","4","4.6","0.0048","0","0","70.8277777777778","-41","-86",
"1","4","5","4.1","0.0046","0","0","76.6333333333333","-28","-79",
"1","4","6","4.1","0.0046","0","0","82.4388888888889","-16","-73",
"1","4","7","3.2","0.0044","0","0","89.4055555555555","-4","-65",
"1","4","8","3.9","0.0046","387.811111111111","38.3166666666667","95.2111111111111","7","-57",
"1","4","9","6.9","0.005","579.394444444444","77.7944444444445","96.3722222222222","18","-48",
"1","4","10","10.5","0.0055","729.177777777778","91.7277777777778","97.5333333333333","26","-36",
"1","4","11","13.7","0.0047","810.455555555556","94.05","109.144444444444","32","-22",
"1","4","12","15.4","0.0043","846.45","94.05","112.627777777778","35","-5",
"1","4","13","16.3","0.0038","860.383333333333","88.2444444444444","117.272222222222","34","12",
"1","4","14","16.8","0.004","826.711111111111","83.6","117.272222222222","30","27",
"1","4","15","17.3","0.0036","701.311111111111","85.9222222222222","120.755555555556","23","40",
"1","4","16","16.5","0.0031","477.216666666667","69.6666666666667","124.238888888889","14","51",
"1","4","17","14.6","0.0031","485.344444444444","16.2555555555556","116.111111111111","3","60",
"1","4","18","12.7","0.0033","0","0","106.822222222222","-8","68",
"1","4","19","10.9","0.0036","0","0","99.8555555555555","-20","75",
"1","4","20","9.7","0.0036","0","0","94.05","-33","82",
"1","4","21","8.4","0.0038","0","0","87.0833333333333","-45","89",
"1","4","22","7.2","0.0039","0","0","81.2777777777778","-58","82",
"1","4","23","6.3","0.004","0","0","76.6333333333333","-70","67",
"1","4","24","5.2","0.0041","0","0","70.8277777777778","-80","26",
"1","5","1","4.4","0.0041","0","0","67.3444444444444","-77","-47",
"1","5","2","4","0.0039","0","0","65.0222222222222","-66","-74",
"1","5","3","3.9","0.0039","0","0","61.5388888888889","-53","-86",
"1","5","4","3.7","0.0038","0","0","58.0555555555556","-41","-86",
"1","5","5","3.3","0.0038","0","0","53.4111111111111","-28","-79",
"1","5","6","3.5","0.0037","0","0","52.25","-16","-73",
"1","5","7","3","0.0038","0","0","49.9277777777778","-4","-66",
"1","5","8","3.6","0.0039","58.0555555555556","33.6722222222222","44.1222222222222","7","-57",
"1","5","9","4.6","0.0041","47.6055555555556","83.6","46.4444444444444","18","-48",
"1","5","10","6.2","0.0044","52.25","135.85","45.2833333333333","26","-36",
"1","5","11","9.5","0.0047","433.094444444444","188.1","73.15","32","-22",
"1","5","12","12.8","0.0046","299.566666666667","229.9","74.3111111111111","35","-5",
"1","5","13","13.4","0.0049","615.388888888889","157.911111111111","90.5666666666666","35","11",
"1","5","14","13.7","0.0053","565.461111111111","149.783333333333","89.4055555555555","30","27",
"1","5","15","14.2","0.0057","433.094444444444","130.044444444444","87.0833333333333","23","40",
"1","5","16","14.1","0.0058","307.694444444444","83.6","83.6","14","51",
"1","5","17","13.4","0.0058","105.661111111111","19.7388888888889","80.1166666666666","4","60",
"1","5","18","11.7","0.0061","0","0","73.15","-8","68",
"1","5","19","10.4","0.0062","0","0","69.6666666666667","-20","75",
"1","5","20","9.9","0.0061","0","0","67.3444444444444","-32","82",
"1","5","21","9.5","0.0062","0","0","65.0222222222222","-45","89",
"1","5","22","9.4","0.0062","0","0","61.5388888888889","-58","82",
"1","5","23","9.4","0.0062","0","0","59.2166666666667","-70","67",
"1","5","24","9.3","0.0062","0","0","55.7333333333333","-80","26",
"1","6","1","8.7","0.0061","0","0","55.7333333333333","-77","-46",
"1","6","2","8.6","0.0061","0","0","52.25","-66","-73",
"1","6","3","7.9","0.0059","0","0","48.7666666666667","-53","-85",
"1","6","4","7.4","0.0057","0","0","46.4444444444444","-41","-87",
"1","6","5","7.9","0.0058","0","0","45.2833333333333","-28","-80",
"1","6","6","8.3","0.0057","0","0","41.8","-16","-73",
"1","6","7","8.3","0.0057","0","0","39.4777777777778","-4","-66",
"1","6","8","8.5","0.0056","69.6666666666667","35.9944444444444","37.1555555555556","7","-57",
"1","6","9","9.9","0.0056","233.383333333333","107.983333333333","61.5388888888889","18","-48",
"1","6","10","12.1","0.0052","449.35","147.461111111111","77.7944444444445","26","-36",
"1","6","11","13.9","0.0056","127.722222222222","202.033333333333","54.5722222222222","32","-22",
"1","6","12","15.6","0.005","35.9944444444444","166.038888888889","44.1222222222222","35","-6",
"1","6","13","16.4","0.0051","47.6055555555556","179.972222222222","42.9611111111111","35","11",
"1","6","14","16.6","0.0056","105.661111111111","185.777777777778","47.6055555555556","30","27",
"1","6","15","16.5","0.0061","143.977777777778","143.977777777778","46.4444444444444","23","40",
"1","6","16","16.6","0.0067","152.105555555556","83.6","52.25","14","51",
"1","6","17","15.2","0.0072","127.722222222222","19.7388888888889","53.4111111111111","4","60",
"1","6","18","13.8","0.0071","0","0","54.5722222222222","-8","68",
"1","6","19","11.7","0.0071","0","0","54.5722222222222","-20","75",
"1","6","20","10.4","0.0068","0","0","55.7333333333333","-32","82",
"1","6","21","11.1","0.0053","0","0","61.5388888888889","-45","89",
"1","6","22","11.2","0.0051","0","0","65.0222222222222","-58","82",
"1","6","23","10.7","0.0049","0","0","68.5055555555555","-70","67",
"1","6","24","10.2","0.0048","0","0","68.5055555555555","-80","26",
"1","7","1","9.8","0.0046","0","0","71.9888888888889","-77","-46",
"1","7","2","9.5","0.0046","0","0","73.15","-66","-73",
"1","7","3","9.4","0.0046","0","0","73.15","-53","-85",
"1","7","4","9.1","0.0045","0","0","76.6333333333333","-41","-87",
"1","7","5","9","0.0044","0","0","78.9555555555555","-28","-80",
"1","7","6","8.5","0.0042","0","0","78.9555555555555","-16","-73",
"1","7","7","8.1","0.0041","0","0","82.4388888888889","-4","-66",
"1","7","8","8.1","0.0041","235.705555555556","41.8","82.4388888888889","7","-58",
"1","7","9","9.2","0.0041","385.488888888889","99.8555555555555","102.177777777778","18","-48",
"1","7","10","10.8","0.0038","521.338888888889","133.527777777778","107.983333333333","26","-36",
"1","7","11","11.8","0.0036","604.938888888889","149.783333333333","110.305555555556","32","-22",
"1","7","12","12.7","0.0034","638.611111111111","157.911111111111","112.627777777778","35","-6",
"1","7","13","13.3","0.0034","629.322222222222","155.588888888889","114.95","35","11",
"1","7","14","14","0.0036","563.138888888889","152.105555555556","113.788888888889","31","27",
"1","7","15","13.4","0.0037","460.961111111111","127.722222222222","112.627777777778","24","40",
"1","7","16","13.4","0.0038","265.894444444444","85.9222222222222","102.177777777778","14","51",
"1","7","17","12.8","0.0042","269.377777777778","19.7388888888889","92.8888888888889","4","60",
"1","7","18","11.3","0.0048","0","0","84.7611111111111","-8","68",
"1","7","19","9.5","0.0047","0","0","78.9555555555555","-20","75",
"1","7","20","8.4","0.0047","0","0","73.15","-32","82",
"1","7","21","7.2","0.0047","0","0","67.3444444444444","-45","89",
"1","7","22","6.7","0.004","0","0","67.3444444444444","-58","82",
"1","7","23","6.3","0.0038","0","0","62.7","-70","67",
"1","7","24","5.5","0.0039","0","0","59.2166666666667","-80","26",
"1","8","1","5","0.0039","0","0","53.4111111111111","-77","-45",
"1","8","2","4.7","0.0039","0","0","48.7666666666667","-66","-73",
"1","8","3","4.9","0.0039","0","0","44.1222222222222","-53","-85",
"1","8","4","5.2","0.0039","0","0","40.6388888888889","-41","-87",
"1","8","5","5.5","0.004","0","0","35.9944444444444","-28","-80",
"1","8","6","5.7","0.004","0","0","34.8333333333333","-16","-73",
"1","8","7","6","0.004","0","0","30.1888888888889","-4","-66",
"1","8","8","6.2","0.0039","2.32222222222222","13.9333333333333","25.5444444444444","7","-58",
"1","8","9","6.9","0.0038","11.6111111111111","49.9277777777778","26.7055555555556","18","-48",
"1","8","10","7.7","0.0038","19.7388888888889","97.5333333333333","25.5444444444444","26","-36",
"1","8","11","8.9","0.0039","13.9333333333333","121.916666666667","25.5444444444444","32","-22",
"1","8","12","9.5","0.0041","11.6111111111111","105.661111111111","25.5444444444444","36","-6",
"1","8","13","9.9","0.0036","8.12777777777778","85.9222222222222","27.8666666666667","35","11",
"1","8","14","9.8","0.0035","5.80555555555556","75.4722222222222","27.8666666666667","31","27",
"1","8","15","9.1","0.0039","8.12777777777778","63.8611111111111","26.7055555555556","24","40",
"1","8","16","9","0.004","11.6111111111111","41.8","26.7055555555556","15","51",
"1","8","17","8.8","0.0041","5.80555555555556","8.12777777777778","31.35","4","61",
"1","8","18","8.1","0.0045","0","0","32.5111111111111","-8","68",
"1","8","19","7.9","0.0046","0","0","37.1555555555556","-20","75",
"1","8","20","7.8","0.0046","0","0","42.9611111111111","-32","82",
"1","8","21","7.7","0.0046","0","0","44.1222222222222","-45","89",
"1","8","22","7.7","0.0046","0","0","49.9277777777778","-57","82",
"1","8","23","7.2","0.0049","0","0","49.9277777777778","-70","67",
"1","8","24","7.3","0.0049","0","0","56.8944444444444","-79","27",
"1","9","1","7.4","0.0047","0","0","59.2166666666667","-77","-44",
"1","9","2","7","0.0048","0","0","63.8611111111111","-66","-72",
"1","9","3","6.4","0.0046","0","0","68.5055555555555","-54","-85",
"1","9","4","5.3","0.0047","0","0","68.5055555555555","-41","-87",
"1","9","5","4.6","0.0046","0","0","73.15","-28","-80",
"1","9","6","4.1","0.0044","0","0","76.6333333333333","-16","-73",
"1","9","7","3.6","0.0043","0","0","82.4388888888889","-4","-66",
"1","9","8","3.4","0.0043","333.238888888889","41.8","84.7611111111111","7","-58",
"1","9","9","5.6","0.0046","496.955555555556","88.2444444444444","95.2111111111111","18","-48",
"1","9","10","9","0.0049","651.383333333333","107.983333333333","98.6944444444444","26","-37",
"1","9","11","12.5","0.005","784.911111111111","102.177777777778","102.177777777778","32","-22",
"1","9","12","13.6","0.0049","629.322222222222","161.394444444444","99.8555555555555","36","-6",
"1","9","13","13.7","0.0049","507.405555555556","191.583333333333","95.2111111111111","35","11",
"1","9","14","14.3","0.0051","734.983333333333","111.466666666667","104.5","31","27",
"1","9","15","14.3","0.0052","618.872222222222","105.661111111111","104.5","24","40",
"1","9","16","14.1","0.0051","369.233333333333","83.6","99.8555555555555","15","51",
"1","9","17","13.2","0.0051","219.45","22.0611111111111","95.2111111111111","4","61",
"1","9","18","11.8","0.0053","0","0","90.5666666666666","-7","68",
"1","9","19","10.1","0.0056","0","0","84.7611111111111","-19","75",
"1","9","20","8.5","0.0056","0","0","82.4388888888889","-32","82",
"1","9","21","7.4","0.0054","0","0","78.9555555555555","-45","89",
"1","9","22","6.9","0.0054","0","0","76.6333333333333","-57","82",
"1","9","23","5.8","0.0051","0","0","74.3111111111111","-70","67",
"1","9","24","5.5","0.005","0","0","73.15","-79","27",
"1","10","1","4.8","0.0048","0","0","71.9888888888889","-77","-43",
"1","10","2","4.2","0.0046","0","0","68.5055555555555","-66","-72",
"1","10","3","3.9","0.0046","0","0","67.3444444444444","-54","-84",
"1","10","4","3.5","0.0045","0","0","66.1833333333333","-41","-87",
"1","10","5","3.2","0.0044","0","0","63.8611111111111","-28","-80",
"1","10","6","3.1","0.0043","0","0","60.3777777777778","-16","-73",
"1","10","7","2.8","0.0042","2.32222222222222","2.32222222222222","59.2166666666667","-4","-66",
"1","10","8","3.1","0.0042","211.322222222222","41.8","58.0555555555556","7","-58",
"1","10","9","4.9","0.0044","265.894444444444","107.983333333333","67.3444444444444","18","-48",
"1","10","10","7.1","0.0048","85.9222222222222","152.105555555556","41.8","26","-37",
"1","10","11","9.7","0.0053","71.9888888888889","185.777777777778","44.1222222222222","33","-22",
"1","10","12","12.7","0.0046","257.766666666667","238.027777777778","65.0222222222222","36","-6",
"1","10","13","14.6","0.0051","796.522222222222","107.983333333333","89.4055555555555","35","11",
"1","10","14","16.1","0.0061","421.483333333333","183.455555555556","71.9888888888889","31","27",
"1","10","15","15.2","0.0066","188.1","152.105555555556","55.7333333333333","24","40",
"1","10","16","15.1","0.007","44.1222222222222","69.6666666666667","41.8","15","51",
"1","10","17","14.8","0.007","25.5444444444444","13.9333333333333","45.2833333333333","4","61",
"1","10","18","13.3","0.0069","0","0","48.7666666666667","-7","68",
"1","10","19","12.1","0.0071","0","0","51.0888888888889","-19","75",
"1","10","20","10.7","0.0069","0","0","51.0888888888889","-32","82",
"1","10","21","10.7","0.0069","0","0","56.8944444444444","-44","90",
"1","10","22","9.7","0.0066","0","0","60.3777777777778","-57","81",
"1","10","23","8.9","0.0064","0","0","61.5388888888889","-69","66",
"1","10","24","8.5","0.0063","0","0","65.0222222222222","-79","27",
"1","11","1","8.1","0.0061","0","0","68.5055555555555","-77","-43",
"1","11","2","7.9","0.0061","0","0","73.15","-66","-71",
"1","11","3","8.2","0.0058","0","0","77.7944444444445","-54","-84",
"1","11","4","7.2","0.0055","0","0","81.2777777777778","-41","-88",
"1","11","5","6.1","0.0052","0","0","83.6","-28","-80",
"1","11","6","5.1","0.0049","0","0","87.0833333333333","-16","-74",
"1","11","7","4.7","0.0047","0","0","90.5666666666666","-4","-66",
"1","11","8","4.2","0.0044","255.444444444444","41.8","96.3722222222222","7","-58",
"1","11","9","6.8","0.0045","447.027777777778","94.05","98.6944444444444","18","-49",
"1","11","10","10.5","0.0043","632.805555555556","113.788888888889","105.661111111111","26","-37",
"1","11","11","13.4","0.0039","690.861111111111","127.722222222222","112.627777777778","33","-23",
"1","11","12","14.8","0.0039","721.05","133.527777777778","114.95","36","-6",
"1","11","13","15.9","0.004","726.855555555556","130.044444444444","114.95","35","11",
"1","11","14","17","0.0046","682.733333333333","125.4","112.627777777778","31","27",
"1","11","15","17.6","0.0046","593.327777777778","111.466666666667","113.788888888889","24","40",
"1","11","16","16.6","0.0046","421.483333333333","80.1166666666666","113.788888888889","15","51",
"1","11","17","15.2","0.0045","279.827777777778","25.5444444444444","109.144444444444","4","61",
"1","11","18","13.3","0.0047","0","0","104.5","-7","69",
"1","11","19","11.8","0.0046","0","0","98.6944444444444","-19","76",
"1","11","20","10.7","0.0047","0","0","96.3722222222222","-32","82",
"1","11","21","9.8","0.0048","0","0","91.7277777777778","-44","90",
"1","11","22","10.3","0.0051","0","0","88.2444444444444","-57","81",
"1","11","23","10.6","0.0051","0","0","87.0833333333333","-69","66",
"1","11","24","9.3","0.0051","0","0","83.6","-79","27",
"1","12","1","7.9","0.0051","0","0","78.9555555555555","-77","-42",
"1","12","2","7.5","0.005","0","0","76.6333333333333","-66","-71",
"1","12","3","6.7","0.0049","0","0","75.4722222222222","-54","-84",
"1","12","4","6","0.0049","0","0","71.9888888888889","-41","-88",
"1","12","5","5.3","0.0048","0","0","68.5055555555555","-28","-81",
"1","12","6","4.9","0.0046","0","0","69.6666666666667","-16","-74",
"1","12","7","4.5","0.0046","2.32222222222222","2.32222222222222","67.3444444444444","-4","-67",
"1","12","8","5.1","0.0047","351.816666666667","38.3166666666667","65.0222222222222","7","-58",
"1","12","9","6.5","0.0049","499.277777777778","88.2444444444444","85.9222222222222","18","-49",
"1","12","10","10.2","0.0051","424.966666666667","152.105555555556","82.4388888888889","26","-37",
"1","12","11","12.6","0.0047","335.561111111111","207.838888888889","75.4722222222222","33","-23",
"1","12","12","13.8","0.0046","91.7277777777778","219.45","54.5722222222222","36","-6",
"1","12","13","14.4","0.0048","465.605555555556","202.033333333333","76.6333333333333","36","11",
"1","12","14","14.5","0.0042","251.961111111111","207.838888888889","71.9888888888889","31","27",
"1","12","15","14.9","0.004","71.9888888888889","133.527777777778","52.25","24","40",
"1","12","16","14.9","0.0045","80.1166666666666","80.1166666666666","48.7666666666667","15","52",
"1","12","17","14.2","0.0051","69.6666666666667","22.0611111111111","45.2833333333333","5","61",
"1","12","18","13.1","0.0055","0","0","45.2833333333333","-7","69",
"1","12","19","11.6","0.0058","0","0","39.4777777777778","-19","76",
"1","12","20","10.8","0.0058","0","0","38.3166666666667","-32","82",
"1","12","21","10.2","0.0056","0","0","38.3166666666667","-44","90",
"1","12","22","10.2","0.0053","0","0","38.3166666666667","-57","81",
"1","12","23","10","0.0052","0","0","37.1555555555556","-69","66",
"1","12","24","9.8","0.0051","0","0","35.9944444444444","-79","27",
"1","13","1","9.4","0.0052","0","0","33.6722222222222","-77","-41",
"1","13","2","9.1","0.0053","0","0","32.5111111111111","-66","-71",
"1","13","3","9.2","0.0051","0","0","30.1888888888889","-54","-83",
"1","13","4","9","0.0051","0","0","29.0277777777778","-41","-88",
"1","13","5","8.8","0.0053","0","0","27.8666666666667","-28","-81",
"1","13","6","8.6","0.0053","0","0","26.7055555555556","-16","-74",
"1","13","7","8.3","0.0056","0","0","25.5444444444444","-4","-67",
"1","13","8","7.9","0.0059","0","8.12777777777778","23.2222222222222","7","-59",
"1","13","9","8","0.0061","2.32222222222222","22.0611111111111","15.0944444444444","18","-49",
"1","13","10","8","0.0061","0","30.1888888888889","15.0944444444444","26","-37",
"1","13","11","8.1","0.0063","5.80555555555556","35.9944444444444","13.9333333333333","33","-23",
"1","13","12","8","0.0061","0","49.9277777777778","15.0944444444444","36","-6",
"1","13","13","8.2","0.0063","5.80555555555556","49.9277777777778","13.9333333333333","36","11",
"1","13","14","7.9","0.0059","2.32222222222222","44.1222222222222","15.0944444444444","32","27",
"1","13","15","7.6","0.0058","2.32222222222222","35.9944444444444","13.9333333333333","25","40",
"1","13","16","7.3","0.0058","0","16.2555555555556","15.0944444444444","15","52",
"1","13","17","7","0.0055","0","2.32222222222222","13.9333333333333","5","61",
"1","13","18","6.7","0.0055","0","0","15.0944444444444","-7","69",
"1","13","19","6.7","0.0053","0","0","15.0944444444444","-19","76",
"1","13","20","6.6","0.0054","0","0","17.4166666666667","-31","83",
"1","13","21","6","0.0053","0","0","19.7388888888889","-44","90",
"1","13","22","5.5","0.0051","0","0","22.0611111111111","-57","81",
"1","13","23","4.8","0.005","0","0","27.8666666666667","-69","66",
"1","13","24","3.5","0.0047","0","0","29.0277777777778","-79","27",
"1","14","1","3.1","0.0045","0","0","33.6722222222222","-77","-41",
"1","14","2","3.1","0.0045","0","0","35.9944444444444","-66","-70",
"1","14","3","3.1","0.0044","0","0","38.3166666666667","-54","-83",
"1","14","4","2.9","0.0043","0","0","40.6388888888889","-41","-88",
"1","14","5","2.7","0.0042","0","0","45.2833333333333","-28","-81",
"1","14","6","2.2","0.0041","0","0","48.7666666666667","-16","-74",
"1","14","7","2.3","0.0041","0","0","51.0888888888889","-4","-67",
"1","14","8","2.7","0.0042","202.033333333333","41.8","53.4111111111111","8","-59",
"1","14","9","4.1","0.0045","85.9222222222222","97.5333333333333","46.4444444444444","18","-49",
"1","14","10","6.7","0.0051","83.6","152.105555555556","51.0888888888889","27","-37",
"1","14","11","9.6","0.0052","679.25","133.527777777778","90.5666666666666","33","-23",
"1","14","12","11.7","0.0047","846.45","97.5333333333333","98.6944444444444","36","-7",
"1","14","13","12.6","0.0043","865.027777777778","91.7277777777778","99.8555555555555","36","11",
"1","14","14","13.8","0.0042","798.844444444444","97.5333333333333","98.6944444444444","32","27",
"1","14","15","13.6","0.0044","493.472222222222","130.044444444444","81.2777777777778","25","40",
"1","14","16","12.9","0.0042","724.533333333333","52.25","102.177777777778","16","52",
"1","14","17","11.6","0.004","499.277777777778","27.8666666666667","101.016666666667","5","61",
"1","14","18","9.4","0.0039","0","0","99.8555555555555","-7","69",
"1","14","19","8.2","0.0038","0","0","99.8555555555555","-19","76",
"1","14","20","7","0.004","0","0","96.3722222222222","-31","83",
"1","14","21","5.7","0.0041","0","0","95.2111111111111","-44","90",
"1","14","22","4.6","0.0041","0","0","92.8888888888889","-57","81",
"1","14","23","3.6","0.0039","0","0","94.05","-69","66",
"1","14","24","3","0.0038","0","0","94.05","-78","27",
"1","15","1","2.3","0.0036","0","0","96.3722222222222","-77","-40",
"1","15","2","1.6","0.0036","0","0","95.2111111111111","-66","-70",
"1","15","3","0.8","0.0034","0","0","94.05","-54","-83",
"1","15","4","0.7","0.0033","0","0","96.3722222222222","-41","-88",
"1","15","5","0.4","0.0033","0","0","95.2111111111111","-28","-81",
"1","15","6","0.2","0.0031","0","0","97.5333333333333","-16","-74",
"1","15","7","-0.3","0.0031","2.32222222222222","2.32222222222222","97.5333333333333","-4","-67",
"1","15","8","-0.3","0.0032","421.483333333333","38.3166666666667","97.5333333333333","8","-59",
"1","15","9","1.6","0.0034","640.933333333333","71.9888888888889","98.6944444444444","18","-49",
"1","15","10","5.2","0.0036","776.783333333333","83.6","102.177777777778","27","-38",
"1","15","11","8.4","0.0034","834.838888888889","91.7277777777778","109.144444444444","33","-23",
"1","15","12","10.7","0.0037","856.9","94.05","110.305555555556","36","-7",
"1","15","13","11.6","0.0037","856.9","94.05","111.466666666667","36","11",
"1","15","14","12","0.0038","820.905555555555","91.7277777777778","111.466666666667","32","27",
"1","15","15","12.2","0.0039","693.183333333333","94.05","109.144444444444","25","40",
"1","15","16","11.9","0.0039","477.216666666667","80.1166666666666","110.305555555556","16","52",
"1","15","17","11.3","0.0041","349.494444444444","27.8666666666667","107.983333333333","5","61",
"1","15","18","9.6","0.0041","0","0","101.016666666667","-6","69",
"1","15","19","7.6","0.0044","0","0","94.05","-19","76",
"1","15","20","5.9","0.0045","0","0","91.7277777777778","-31","83",
"1","15","21","4.8","0.0044","0","0","88.2444444444444","-44","90",
"1","15","22","4","0.0043","0","0","87.0833333333333","-56","81",
"1","15","23","3.2","0.0042","0","0","83.6","-69","65",
"1","15","24","2.8","0.004","0","0","81.2777777777778","-78","27",
"1","16","1","2.4","0.0039","0","0","82.4388888888889","-76","-39",
"1","16","2","2.6","0.0039","0","0","81.2777777777778","-66","-69",
"1","16","3","1.6","0.0037","0","0","78.9555555555555","-54","-83",
"1","16","4","1.6","0.0037","0","0","75.4722222222222","-41","-89",
"1","16","5","1.3","0.0036","0","0","74.3111111111111","-28","-82",
"1","16","6","1","0.0036","0","0","73.15","-16","-75",
"1","16","7","0.7","0.0036","2.32222222222222","2.32222222222222","71.9888888888889","-4","-67",
"1","16","8","1.2","0.0037","361.105555555556","41.8","68.5055555555555","8","-59",
