"月","日","時","外気温[℃]","外気絶対湿度 [kg/kgDA]","法線面直達日射量 [W/m2]","水平面天空日射量 [W/m2]","水平面夜間放射量 [W/m2]","太陽高度角[度]","太陽方位角[度]",
"1","1","1","-1.4","0.0032","0","0","23.2222222222222","-70","-53",
"1","1","2","-1.7","0.0028","0","0","27.8666666666667","-59","-73",
"1","1","3","-1.5","0.003","0","0","31.35","-47","-85",
"1","1","4","-1.8","0.0032","0","0","32.5111111111111","-35","-86",
"1","1","5","-1.2","0.0029","0","0","34.8333333333333","-23","-78",
"1","1","6","-1","0.0025","0","0","39.4777777777778","-12","-70",
"1","1","7","-1.5","0.0027","2.32222222222222","5.80555555555556","39.4777777777778","-1","-61",
"1","1","8","-1.8","0.0031","49.9277777777778","41.8","40.6388888888889","9","-52",
"1","1","9","-1","0.0029","251.961111111111","111.466666666667","63.8611111111111","18","-41",
"1","1","10","-0.2","0.0029","721.05","88.2444444444444","87.0833333333333","25","-28",
"1","1","11","0.8","0.0028","329.755555555556","183.455555555556","71.9888888888889","29","-13",
"1","1","12","1.7","0.0025","257.766666666667","197.388888888889","68.5055555555555","30","3",
"1","1","13","1.1","0.0024","197.388888888889","183.455555555556","65.0222222222222","28","18",
"1","1","14","1.2","0.0025","44.1222222222222","111.466666666667","46.4444444444444","23","32",
"1","1","15","1.2","0.0027","94.05","85.9222222222222","54.5722222222222","15","45",
"1","1","16","0.5","0.0027","49.9277777777778","27.8666666666667","56.8944444444444","6","55",
"1","1","17","-0.5","0.0027","0","0","58.0555555555556","-4","64",
"1","1","18","-1.3","0.0025","0","0","60.3777777777778","-15","72",
"1","1","19","-1.6","0.0025","0","0","63.8611111111111","-27","80",
"1","1","20","-2.2","0.0026","0","0","63.8611111111111","-39","89",
"1","1","21","-2.3","0.0025","0","0","69.6666666666667","-51","82",
"1","1","22","-3","0.0026","0","0","68.5055555555555","-63","68",
"1","1","23","-3","0.0027","0","0","71.9888888888889","-73","42",
"1","1","24","-2.4","0.0025","0","0","76.6333333333333","-76","-9",
"1","2","1","-2.3","0.0022","0","0","80.1166666666666","-70","-52",
"1","2","2","-3.5","0.0023","0","0","80.1166666666666","-59","-73",
"1","2","3","-4.1","0.0025","0","0","83.6","-47","-85",
"1","2","4","-4.2","0.0023","0","0","85.9222222222222","-35","-86",
"1","2","5","-4.3","0.0023","0","0","88.2444444444444","-23","-78",
"1","2","6","-4","0.0023","0","0","91.7277777777778","-12","-70",
"1","2","7","-4.2","0.0021","11.6111111111111","8.12777777777778","94.05","-1","-62",
"1","2","8","-3.3","0.0021","510.888888888889","41.8","97.5333333333333","9","-52",
"1","2","9","-1.4","0.0025","729.177777777778","61.5388888888889","98.6944444444444","18","-41",
"1","2","10","0.5","0.0025","842.966666666667","63.8611111111111","101.016666666667","25","-28",
"1","2","11","2.2","0.0027","878.961111111111","66.1833333333333","103.338888888889","29","-13",
"1","2","12","3.3","0.0029","892.894444444444","66.1833333333333","103.338888888889","30","2",
"1","2","13","4.2","0.0027","876.638888888889","63.8611111111111","104.5","28","18",
"1","2","14","5","0.0028","812.777777777778","63.8611111111111","105.661111111111","23","32",
"1","2","15","6","0.0029","657.188888888889","58.0555555555556","107.983333333333","16","45",
"1","2","16","5.5","0.0028","411.033333333333","33.6722222222222","105.661111111111","6","55",
"1","2","17","3.2","0.003","0","0","99.8555555555555","-4","64",
"1","2","18","1.8","0.003","0","0","96.3722222222222","-15","72",
"1","2","19","0.6","0.0032","0","0","94.05","-27","80",
"1","2","20","0.9","0.003","0","0","95.2111111111111","-39","89",
"1","2","21","-0.4","0.003","0","0","91.7277777777778","-51","82",
"1","2","22","-0.9","0.003","0","0","89.4055555555555","-62","68",
"1","2","23","-1.7","0.003","0","0","85.9222222222222","-72","42",
"1","2","24","-1.5","0.003","0","0","87.0833333333333","-76","-9",
"1","3","1","-1.6","0.0027","0","0","85.9222222222222","-70","-52",
"1","3","2","-1.9","0.0029","0","0","84.7611111111111","-59","-73",
"1","3","3","-3","0.0028","0","0","82.4388888888889","-47","-85",
"1","3","4","-3.2","0.0028","0","0","81.2777777777778","-35","-86",
"1","3","5","-2.5","0.0028","0","0","78.9555555555555","-23","-78",
"1","3","6","-3.5","0.0027","0","0","77.7944444444445","-12","-70",
"1","3","7","-3.5","0.0027","2.32222222222222","5.80555555555556","77.7944444444445","-1","-62",
"1","3","8","-3.1","0.0029","337.883333333333","49.9277777777778","76.6333333333333","9","-52",
