áTaçfì‡ (124-A4),,,,,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã],,,
12,1.55,0.36,17.5,-96.1,,,
13.9,1.62,0.63,28.5,-85.9,,,
12.8,0.35,0.9,39.4,-74.4,,,
12.9,1.41,1.17,49.5,-60,,,
14.4,1.07,1.42,58,-40.2,,,
15.5,2.17,1.14,62.9,-12.4,,,
15,1.38,1.44,62.3,19.2,,,
15.4,1.76,1.21,56.4,45.2,,,
14.4,2.19,0.88,47.4,63.6,,,
14.3,0.88,0.94,37,77.2,,,
14.3,0.76,0.64,26.1,88.2,,,
13.6,0.24,0.29,15.1,98.2,,,
12.2,0.21,0.08,4.4,108,,,
11.5,0,0,0,0,,,
10.9,0,0,0,0,,,
9.9,0,0,0,0,,,
10,0,0,0,0,,,
10.8,0,0,0,0,,,
9.8,0,0,0,0,,,
9.8,0,0,0,0,,,
9.1,0,0,0,0,,,
7,0,0,0,0,,,
4.2,0,0,0,0,,,
4.9,1.07,0.14,7,-106,,,
10.2,1.56,0.37,17.7,-96.3,,,
11.4,1.74,0.61,28.7,-86.2,,,
13,2.55,0.62,39.6,-74.7,,,
14.1,2.64,0.75,49.7,-60.3,,,
15.3,2.63,0.87,58.3,-40.4,,,
16.2,2.64,0.92,63.2,-12.5,,,
16.1,2.65,0.9,62.5,19.4,,,
16.1,2.65,0.84,56.6,45.5,,,
15,1.73,1.05,47.6,63.9,,,
14.2,2.53,0.58,37.2,77.4,,,
12.9,2.3,0.44,26.3,88.5,,,
11.4,0.3,0.31,15.3,98.5,,,
9.9,0.25,0.08,4.6,108.2,,,
7.8,0,0,0,0,,,
7,0,0,0,0,,,
6.7,0,0,0,0,,,
6.6,0,0,0,0,,,
6.3,0,0,0,0,,,
6.1,0,0,0,0,,,
5.9,0,0,0,0,,,
5.6,0,0,0,0,,,
5.5,0,0,0,0,,,
5.4,0,0,0,0,,,
5.4,0.12,0.11,7.2,-106.2,,,
5.5,0.08,0.26,17.9,-96.5,,,
5.9,0.07,0.41,28.9,-86.4,,,
6.5,0.04,0.55,39.8,-75,,,
6.6,0.07,0.64,50,-60.6,,,
7,0.08,0.72,58.5,-40.6,,,
6.8,0,0.81,63.5,-12.5,,,
7.8,0.01,0.8,62.8,19.6,,,
8.7,0.1,1.02,56.8,45.8,,,
10.6,1.4,1.13,47.8,64.2,,,
13.5,1.4,0.88,37.4,77.7,,,
17.2,1.25,0.62,26.4,88.7,,,
16.9,0.86,0.35,15.5,98.7,,,
15.8,0.23,0.08,4.8,108.5,,,
12.9,0,0,0,0,,,
11.4,0,0,0,0,,,
7.3,0,0,0,0,,,
6.2,0,0,0,0,,,
5.8,0,0,0,0,,,
5.4,0,0,0,0,,,
3.5,0,0,0,0,,,
3.4,0,0,0,0,,,
2.4,0,0,0,0,,,
1.1,0,0,0,0,,,
1.4,1.02,0.15,7.4,-106.4,,,
4.4,2.1,0.32,18.1,-96.7,,,
10.3,2.56,0.44,29.1,-86.6,,,
13.3,2.75,0.56,40,-75.2,,,
15.1,2.82,0.67,50.2,-60.8,,,
17.1,2.86,0.76,58.8,-40.9,,,
17.8,2.84,0.81,63.8,-12.6,,,
18.7,2.84,0.81,63.1,19.7,,,
19.6,2.86,0.74,57,46.1,,,
20.1,2.83,0.64,48,64.5,,,
20.8,2.73,0.53,37.5,78,,,
20.5,2.51,0.41,26.6,89,,,
19.9,1.49,0.33,15.6,98.9,,,
17.4,0.42,0.1,5,108.7,,,
13,0,0,0,0,,,
10.3,0,0,0,0,,,
10,0,0,0,0,,,
8.6,0,0,0,0,,,
7.6,0,0,0,0,,,
6.5,0,0,0,0,,,
5.4,0,0,0,0,,,
4.1,0,0,0,0,,,
3.3,0,0,0,0,,,
3,0,0,0,0,,,
3.8,0.17,0.12,7.6,-106.6,,,
5.4,0.12,0.3,18.3,-96.9,,,
8.7,0.25,0.61,29.3,-86.8,,,
12.4,1.19,0.99,40.2,-75.5,,,
15.6,1.77,1.09,50.4,-61.1,,,
18.6,1.76,1.24,59,-41.1,,,
20.4,1.76,1.33,64,-12.7,,,
21.5,1.75,1.33,63.3,19.9,,,
21.8,1.77,1.22,57.2,46.4,,,
22.6,1.76,1.05,48.1,64.8,,,
21.5,0.43,0.89,37.7,78.3,,,
21.1,0.18,0.5,26.8,89.2,,,
20.3,0.13,0.25,15.8,99.1,,,
18.8,0.19,0.08,5.1,108.9,,,
15.3,0,0,0,0,,,
13,0,0,0,0,,,
10.9,0,0,0,0,,,
8.7,0,0,0,0,,,
7.6,0,0,0,0,,,
7.7,0,0,0,0,,,
7.2,0,0,0,0,,,
6.5,0,0,0,0,,,
6.3,0,0,0,0,,,
5.2,0.01,0.01,0,0,,,
6.4,0.22,0.13,7.7,-106.8,,,
8.8,0.67,0.43,18.5,-97.1,,,
13.3,2.32,0.5,29.5,-87.1,,,
15.3,2.48,0.65,40.4,-75.7,,,
17.3,2.51,0.81,50.6,-61.4,,,
19.2,2.51,0.94,59.2,-41.3,,,
21.2,2.52,0.99,64.3,-12.8,,,
22,2.51,0.99,63.6,20.1,,,
22.7,2.52,0.9,57.5,46.7,,,
21.7,2.5,0.78,48.3,65.1,,,
21.2,2.41,0.63,37.9,78.5,,,
18.5,2.2,0.47,26.9,89.5,,,
14.7,1.51,0.33,16,99.4,,,
11.8,0.22,0.09,5.3,109.1,,,
10,0,0,0,0,,,
9.1,0,0,0,0,,,
8.2,0,0,0,0,,,
7,0,0,0,0,,,
6.7,0,0,0,0,,,
5.8,0,0,0,0,,,
5,0,0,0,0,,,
4.4,0,0,0,0,,,
4.1,0,0,0,0,,,
3.1,0.01,0.01,0,0,,,
3.8,0.22,0.13,7.9,-107,,,
6.2,1.38,0.41,18.7,-97.3,,,
10,1.77,0.63,29.7,-87.3,,,
12.8,1.53,0.94,40.5,-76,,,
15,2.37,0.87,50.8,-61.6,,,
16.8,1.89,1.21,59.5,-41.6,,,
16.4,2.35,1.08,64.6,-12.8,,,
17.4,2.37,1.06,63.8,20.3,,,
17,2.39,0.97,57.7,47,,,
14.4,0.88,1.22,48.5,65.4,,,
14.8,2.32,0.66,38,78.8,,,
13.5,1.73,0.57,27.1,89.7,,,
12.6,0.5,0.35,16.1,99.6,,,
10.5,0.21,0.09,5.5,109.3,,,
7.9,0,0,0,0,,,
7.5,0,0,0,0,,,
6.6,0,0,0,0,,,
6.5,0,0,0,0,,,
6.5,0,0,0,0,,,
6.7,0,0,0,0,,,
7,0,0,0,0,,,
7.1,0,0,0,0,,,
7.5,0,0,0,0,,,
8.1,0.01,0.01,0,0,,,
8.6,0.2,0.13,8.1,-107.2,,,
8.9,0.14,0.32,18.8,-97.5,,,
10,0.11,0.5,29.8,-87.5,,,
11.1,0.51,0.99,40.7,-76.2,,,
15.6,2.04,1,51,-61.9,,,
19,2.05,1.14,59.7,-41.8,,,
19.2,2.04,1.23,64.8,-12.9,,,
19.4,2.05,1.21,64.1,20.5,,,
19.5,2.04,1.12,57.9,47.2,,,
18.3,2.02,0.97,48.7,65.6,,,
18,1.99,0.76,38.2,79,,,
17.1,1.22,0.64,27.3,89.9,,,
16.4,0.87,0.37,16.3,99.8,,,
15.3,0.19,0.09,5.7,109.5,,,
13.8,0,0,0,0,,,
12.4,0,0,0,0,,,
8.4,0,0,0,0,,,
6.8,0,0,0,0,,,
4.6,0,0,0,0,,,
3.2,0,0,0,0,,,
2.5,0,0,0,0,,,
2.4,0,0,0,0,,,
2.5,0,0,0,0,,,
2.2,0.01,0.01,0,0,,,
2,0.22,0.14,8.3,-107.4,,,
6.4,1.1,0.44,19,-97.7,,,
11.1,1.39,0.69,30,-87.7,,,
13.4,0.56,1.01,40.9,-76.4,,,
14.9,0.11,0.81,51.2,-62.2,,,
16,1.19,1.43,59.9,-42.1,,,
16.8,1.46,1.45,65.1,-13,,,
16.9,0.2,1.24,64.3,20.6,,,
16.6,0.01,0.78,58.1,47.5,,,
15.3,0.07,0.66,48.9,65.9,,,
14.8,0.04,0.55,38.4,79.3,,,
10.9,0.04,0.31,27.4,90.2,,,
9.5,0.01,0.12,16.5,100,,,
8.7,0.02,0.04,5.8,109.6,,,
8.2,0,0,0,0,,,
7.8,0,0,0,0,,,
7.8,0,0,0,0,,,
7,0,0,0,0,,,
6.7,0,0,0,0,,,
6.3,0,0,0,0,,,
6.1,0,0,0,0,,,
6,0,0,0,0,,,
5.3,0,0,0,0,,,
5.1,0,0,0,0,,,
5.2,0.07,0.1,8.4,-107.5,,,
5.7,0.09,0.29,19.2,-97.9,,,
6.2,0.07,0.44,30.1,-88,,,
7,0.03,0.43,41,-76.7,,,
7.5,0.03,0.54,51.3,-62.5,,,
8.4,0.08,0.75,60.1,-42.3,,,
10,0.96,1.56,65.3,-13.1,,,
11.1,0.41,1.46,64.5,20.8,,,
11.1,0.43,1.35,58.3,47.8,,,
13.1,1.23,1.19,49,66.2,,,
12.1,1.54,0.88,38.5,79.5,,,
11.7,1.16,0.66,27.6,90.4,,,
11.1,0.44,0.36,16.6,100.2,,,
9.6,0.25,0.11,6,109.8,,,
8.4,0,0,0,0,,,
8,0,0,0,0,,,
7.5,0,0,0,0,,,
6.6,0,0,0,0,,,
3.4,0,0,0,0,,,
1.6,0,0,0,0,,,
1.3,0,0,0,0,,,
0.4,0,0,0,0,,,
0,0,0,0,0,,,
-0.1,0.01,0.01,0,0,,,
0.5,1.24,0.18,8.6,-107.7,,,
3.2,2.22,0.32,19.3,-98.1,,,
9,2.72,0.41,30.3,-88.2,,,
13.1,2.88,0.52,41.2,-76.9,,,
15.1,2.96,0.62,51.5,-62.7,,,
17.3,2.97,0.72,60.3,-42.6,,,
19.1,2.99,0.75,65.5,-13.2,,,
20.3,2.38,1.06,64.8,20.9,,,
20.2,2.97,0.69,58.5,48,,,
19.9,2.35,0.85,49.2,66.4,,,
20,2.85,0.5,38.7,79.7,,,
20.1,2.18,0.5,27.7,90.6,,,
19.4,2.01,0.3,16.8,100.4,,,
18,1.19,0.12,6.2,110,,,
13.3,0,0,0,0,,,
13.6,0,0,0,0,,,
7.8,0,0,0,0,,,
8.9,0,0,0,0,,,
7.1,0,0,0,0,,,
6.1,0,0,0,0,,,
3.8,0,0,0,0,,,
2.2,0,0,0,0,,,
1.7,0,0,0,0,,,
1.2,0.01,0.01,0,0,,,
1.9,1.18,0.19,8.8,-107.9,,,
5.2,2.13,0.33,19.5,-98.3,,,
10.8,2.55,0.46,30.4,-88.4,,,
15,2.72,0.58,41.3,-77.2,,,
17.4,2.76,0.72,51.7,-63,,,
19.5,2.81,0.79,60.5,-42.9,,,
20.7,2.79,0.85,65.8,-13.3,,,
21.7,2.79,0.85,65,21.1,,,
21.9,2.79,0.78,58.7,48.3,,,
19.2,0.62,1.22,49.4,66.7,,,
21.2,2.7,0.55,38.8,80,,,
21.2,2.46,0.43,27.9,90.8,,,
20.4,1.91,0.31,16.9,100.6,,,
18.5,0.79,0.13,6.3,110.2,,,
14.2,0,0,0,0,,,
11.1,0,0,0,0,,,
9.3,0,0,0,0,,,
7.4,0,0,0,0,,,
8,0,0,0,0,,,
7.8,0,0,0,0,,,
4,0,0,0,0,,,
3.9,0,0,0,0,,,
3,0,0,0,0,,,
2.2,0.01,0.01,0,0,,,
2.9,0.21,0.15,8.9,-108.1,,,
6.1,1.42,0.43,19.6,-98.5,,,
9.4,1.77,0.64,30.6,-88.6,,,
18.7,1.87,0.87,41.5,-77.4,,,
20.5,1.89,1.07,51.9,-63.2,,,
22.6,1.87,1.23,60.7,-43.1,,,
22.7,1.86,1.31,66,-13.4,,,
23.2,1.86,1.31,65.2,21.2,,,
22.9,1.51,1.33,58.9,48.6,,,
22.1,0.12,0.89,49.5,66.9,,,
21.8,0.23,0.81,39,80.2,,,
20.5,0.11,0.46,28,91,,,
18.4,0.14,0.28,17.1,100.7,,,
15.9,0.18,0.1,6.5,110.3,,,
13.5,0,0,0,0,,,
12.1,0,0,0,0,,,
11.1,0,0,0,0,,,
8.4,0,0,0,0,,,
7.9,0,0,0,0,,,
6.7,0,0,0,0,,,
6.4,0,0,0,0,,,
5.5,0,0,0,0,,,
4.9,0,0,0,0,,,
4.6,0.01,0.01,0,0,,,
6,0.12,0.13,9,-108.2,,,
6.7,0.1,0.3,19.7,-98.7,,,
7.7,0.08,0.46,30.7,-88.8,,,
11.6,1,1.05,41.6,-77.6,,,
14.5,1.5,1.2,52,-63.5,,,
15,1.5,1.36,60.9,-43.4,,,
15.9,1.5,1.45,66.2,-13.6,,,
17.2,1.2,1.52,65.4,21.4,,,
16.4,0.01,0.8,59,48.8,,,
15.9,0.06,0.68,49.7,67.2,,,
15.9,0.08,0.56,39.1,80.4,,,
16.1,0.39,0.64,28.2,91.2,,,
15.9,0.25,0.33,17.2,100.9,,,
11.9,0.19,0.11,6.6,110.5,,,
9.7,0,0,0,0,,,
8.7,0,0,0,0,,,
7.7,0,0,0,0,,,
7.9,0,0,0,0,,,
7.7,0,0,0,0,,,
7.7,0,0,0,0,,,
7.9,0,0,0,0,,,
7,0,0,0,0,,,
4.2,0,0,0,0,,,
5.5,0.01,0.02,0,0,,,
5.6,1.21,0.19,9.2,-108.4,,,
8.8,2.06,0.35,19.9,-98.9,,,
10.2,2.52,0.47,30.8,-89,,,
12.1,2.65,0.62,41.8,-77.9,,,
13.2,2.68,0.75,52.2,-63.8,,,
14.7,2.7,0.86,61.1,-43.6,,,
15.6,2.73,0.89,66.4,-13.7,,,
15.9,2.72,0.89,65.7,21.5,,,
16.1,2.72,0.83,59.2,49,,,
15.1,2.68,0.72,49.8,67.4,,,
13.1,0.43,0.94,39.3,80.6,,,
13.1,0.91,0.69,28.3,91.4,,,
11.3,0.54,0.39,17.4,101.1,,,
9.7,1.14,0.14,6.8,110.6,,,
7.9,0,0,0,0,,,
5,0,0,0,0,,,
6.3,0,0,0,0,,,
6.5,0,0,0,0,,,
6.8,0,0,0,0,,,
6.7,0,0,0,0,,,
5.4,0,0,0,0,,,
3,0,0,0,0,,,
1.7,0,0,0,0,,,
2.8,0.01,0.02,0,0,,,
3.7,0.22,0.17,9.3,-108.6,,,
6.3,1.22,0.45,20,-99.1,,,
8.2,1.96,0.61,31,-89.2,,,
9.8,2.52,0.66,41.9,-78.1,,,
10.9,1.61,1.17,52.3,-64,,,
13.5,2.6,0.91,61.2,-43.9,,,
13.6,2.6,0.97,66.6,-13.8,,,
13.8,2.59,0.97,65.9,21.6,,,
13.3,2.59,0.89,59.4,49.3,,,
12.4,2.57,0.77,50,67.6,,,
11.5,2.5,0.63,39.4,80.8,,,
10.9,2.34,0.46,28.4,91.5,,,
9.8,1.09,0.4,17.5,101.2,,,
8.5,0.22,0.12,7,110.8,,,
7.2,0,0,0,0,,,
6,0,0,0,0,,,
6.5,0,0,0,0,,,
6.3,0,0,0,0,,,
6.4,0,0,0,0,,,
6.2,0,0,0,0,,,
6.2,0,0,0,0,,,
5.8,0,0,0,0,,,
5.7,0,0,0,0,,,
5.3,0.01,0.01,0,0,,,
5,0.06,0.11,9.5,-108.7,,,
5.1,0.04,0.23,20.1,-99.2,,,
5.8,0.03,0.35,31.1,-89.4,,,
6.3,0.03,0.46,42,-78.3,,,
7.1,0.01,0.56,52.4,-64.3,,,
7.7,0,0.63,61.4,-44.1,,,
8.2,0.09,0.58,66.8,-13.9,,,
7.3,0,0.54,66.1,21.7,,,
6.4,0,0.41,59.6,49.5,,,
6.2,0.09,0.3,50.2,67.9,,,
5.8,0,0.3,39.6,81,,,
5.8,0,0.22,28.6,91.7,,,
5.5,0.02,0.12,17.7,101.4,,,
5.5,0.02,0.06,7.1,110.9,,,
5.2,0,0,0,0,,,
4.8,0,0,0,0,,,
4.6,0,0,0,0,,,
4.7,0,0,0,0,,,
5.1,0,0,0,0,,,
4.8,0,0,0,0,,,
5,0,0,0,0,,,
5.1,0,0,0,0,,,
5,0,0,0,0,,,
5,0.01,0.01,0,0,,,
5.3,0.08,0.12,9.6,-108.9,,,
6,0.02,0.2,20.2,-99.4,,,
6.8,0.01,0.33,31.2,-89.6,,,
7.9,0.12,0.7,42.1,-78.5,,,
8.9,0.37,1.22,52.6,-64.5,,,
9.8,0.08,0.78,61.6,-44.4,,,
11,0.18,1.25,67,-14.1,,,
10.5,0,0.7,66.3,21.8,,,
10.1,0.06,0.63,59.7,49.7,,,
10.5,0.01,0.58,50.3,68.1,,,
9.5,0.06,0.46,39.7,81.2,,,
9.9,0.04,0.35,28.7,91.9,,,
8.9,0.06,0.23,17.8,101.5,,,
7.4,0.06,0.08,7.3,111.1,,,
6.7,0,0,0,0,,,
6.6,0,0,0,0,,,
6,0,0,0,0,,,
5.5,0,0,0,0,,,
4.4,0,0,0,0,,,
3.6,0,0,0,0,,,
2.3,0,0,0,0,,,
1.2,0,0,0,0,,,
0.2,0,0,0,0,,,
-0.2,0.01,0.02,0,0,,,
1.3,0.22,0.18,9.7,-109.1,,,
4.4,0.58,0.47,20.3,-99.6,,,
7.3,2.59,0.46,31.3,-89.8,,,
10.3,2.75,0.58,42.2,-78.8,,,
11.5,2.83,0.68,52.7,-64.8,,,
11.6,2.82,0.79,61.7,-44.7,,,
13.8,2.84,0.84,67.2,-14.2,,,
15.4,2.84,0.84,66.5,21.9,,,
14.3,2.84,0.77,59.9,49.9,,,
14.8,2.82,0.67,50.5,68.3,,,
14.4,2.73,0.55,39.8,81.4,,,
14.4,2.56,0.43,28.9,92,,,
13.6,2.04,0.32,17.9,101.7,,,
12.2,1.32,0.15,7.4,111.2,,,
9,0.01,0.01,0,0,,,
6.8,0,0,0,0,,,
5.2,0,0,0,0,,,
3,0,0,0,0,,,
1.8,0,0,0,0,,,
0.7,0,0,0,0,,,
0.7,0,0,0,0,,,
-0.1,0,0,0,0,,,
0,0,0,0,0,,,
0.8,0.01,0.02,0,0,,,
2.1,0.17,0.17,9.8,-109.2,,,
4.3,0.22,0.39,20.5,-99.8,,,
5.7,0.09,0.5,31.4,-90,,,
7.3,0.31,0.95,42.4,-79,,,
9.6,0.54,1.29,52.8,-65,,,
11.7,0.91,1.5,61.9,-44.9,,,
13.9,1.87,1.32,67.4,-14.4,,,
14.8,1.86,1.31,66.6,22,,,
15.4,1.88,1.21,60.1,50.1,,,
15.8,1.88,1.05,50.6,68.5,,,
15.8,1.86,0.84,40,81.6,,,
15.6,1.75,0.61,29,92.2,,,
13.5,0.12,0.3,18.1,101.8,,,
11.7,0.18,0.12,7.5,111.3,,,
9.5,0.01,0.01,0,0,,,
8.6,0,0,0,0,,,
8.4,0,0,0,0,,,
8.1,0,0,0,0,,,
8.1,0,0,0,0,,,
8,0,0,0,0,,,
7.3,0,0,0,0,,,
7.2,0,0,0,0,,,
7.4,0,0,0,0,,,
8,0.01,0.01,0,0,,,
8.1,0.07,0.12,9.9,-109.4,,,
8.3,0.04,0.25,20.6,-99.9,,,
8.5,0.03,0.36,31.5,-90.2,,,
8.8,0.02,0.47,42.5,-79.2,,,
9.3,0,0.57,52.9,-65.3,,,
9.6,0,0.64,62,-45.2,,,
9.7,0.09,0.59,67.6,-14.5,,,
10.9,0.09,0.58,66.8,22.1,,,
11.3,0,0.63,60.2,50.3,,,
12.2,0.06,0.52,50.7,68.7,,,
12.3,0.03,0.56,40.1,81.7,,,
12.5,0.03,0.34,29.1,92.3,,,
12.5,0.06,0.21,18.2,102,,,
12.5,0.07,0.09,7.7,111.5,,,
9.8,0,0,0,0,,,
8.2,0,0,0,0,,,
6.7,0,0,0,0,,,
6.5,0,0,0,0,,,
6.3,0,0,0,0,,,
6.4,0,0,0,0,,,
6.3,0,0,0,0,,,
6.9,0,0,0,0,,,
7.7,0,0,0,0,,,
8,0.01,0.02,0,-119.3,,,
8.5,0.14,0.15,10,-109.5,,,
9.9,0.1,0.32,20.6,-100.1,,,
10.5,0.09,0.47,31.6,-90.4,,,
11.8,0.35,0.98,42.5,-79.4,,,
18.6,1.46,1.22,53,-65.5,,,
20.4,1.46,1.4,62.1,-45.4,,,
22.1,1.44,1.49,67.7,-14.7,,,
23.2,1.45,1.47,67,22.2,,,
23.4,1.45,1.36,60.4,50.5,,,
22.7,1.21,1.23,50.9,68.8,,,
22.2,0.08,0.59,40.2,81.9,,,
20.3,0.09,0.44,29.3,92.5,,,
19.1,0.11,0.29,18.3,102.1,,,
18.5,0.15,0.12,7.8,111.6,,,
17,0.01,0.01,0,0,,,
16.1,0,0,0,0,,,
15,0,0,0,0,,,
14.7,0,0,0,0,,,
14.6,0,0,0,0,,,
14,0,0,0,0,,,
13,0,0,0,0,,,
10.3,0,0,0,0,,,
10.2,0,0,0,0,,,
9,0.06,0.03,0.1,-119.5,,,
9.2,0.95,0.22,10.1,-109.7,,,
12.8,1.96,0.39,20.7,-100.2,,,
16.2,2.32,0.53,31.7,-90.5,,,
18.2,2.45,0.69,42.6,-79.6,,,
19.9,2.5,0.84,53.1,-65.7,,,
21.1,2.49,0.97,62.3,-45.7,,,
23,2.5,1.02,67.9,-14.8,,,
23.1,2.49,1.02,67.2,22.3,,,
21.8,2.49,0.95,60.5,50.6,,,
21.3,2.48,0.81,51,69,,,
21.2,2.43,0.66,40.4,82,,,
21,1.96,0.57,29.4,92.6,,,
19.4,0.64,0.42,18.5,102.2,,,
16.8,0.25,0.14,8,111.7,,,
13.5,0.01,0.01,0,0,,,
12.3,0,0,0,0,,,
11.4,0,0,0,0,,,
10.7,0,0,0,0,,,
11,0,0,0,0,,,
15.5,0,0,0,0,,,
12.9,0,0,0,0,,,
12.3,0,0,0,0,,,
12.2,0,0,0,0,,,
9.9,0.01,0.02,0.2,-119.6,,,
11.4,0.13,0.15,10.2,-109.8,,,
12.4,0.28,0.42,20.8,-100.4,,,
13.6,0.18,0.62,31.8,-90.7,,,
18,1.39,1,42.7,-79.8,,,
21.2,1.39,1.24,53.2,-66,,,
20.4,0.06,0.79,62.4,-45.9,,,
20.8,0.26,1.4,68.1,-15,,,
22.1,0.52,1.54,67.3,22.3,,,
19.5,0.68,1.46,60.7,50.8,,,
19.5,0.22,1.03,51.1,69.2,,,
18.7,0.3,0.88,40.5,82.2,,,
19,0.23,0.59,29.5,92.8,,,
17.6,0.32,0.39,18.6,102.3,,,
16.4,0.14,0.12,8.1,111.8,,,
14.4,0.01,0.01,0,0,,,
12.7,0,0,0,0,,,
9,0,0,0,0,,,
6.5,0,0,0,0,,,
5.2,0,0,0,0,,,
3.9,0,0,0,0,,,
4.4,0,0,0,0,,,
3.4,0,0,0,0,,,
1.9,0,0,0,0,,,
2,0.06,0.03,0.3,-119.7,,,
4.1,1.35,0.21,10.3,-110,,,
10.5,2.09,0.36,20.9,-100.5,,,
17,2.4,0.52,31.8,-90.9,,,
18.4,2.54,0.66,42.8,-80,,,
19.3,2.59,0.8,53.3,-66.2,,,
19.7,2.6,0.91,62.5,-46.2,,,
20.4,2.59,0.98,68.2,-15.2,,,
21.1,2.57,0.98,67.5,22.4,,,
21,2.6,0.89,60.8,50.9,,,
21.2,2.6,0.77,51.3,69.3,,,
21.2,2.04,0.78,40.6,82.3,,,
20.6,1.63,0.64,29.6,92.9,,,
19.3,1.11,0.43,18.7,102.4,,,
18,0.22,0.14,8.2,111.9,,,
16.9,0.01,0.01,0,0,,,
16.1,0,0,0,0,,,
14.2,0,0,0,0,,,
12.9,0,0,0,0,,,
12.1,0,0,0,0,,,
11.1,0,0,0,0,,,
8.4,0,0,0,0,,,
7.9,0,0,0,0,,,
7.2,0,0,0,0,,,
6.7,0.02,0.02,0.4,-119.9,,,
6.8,0.77,0.22,10.4,-110.1,,,
11.9,1.39,0.46,21,-100.7,,,
13.9,1.85,0.65,31.9,-91,,,
15.3,1.96,0.86,42.9,-80.2,,,
17.5,1.97,1.06,53.4,-66.4,,,
17.8,1.95,1.21,62.6,-46.4,,,
18.2,1.94,1.3,68.4,-15.3,,,
19.2,1.96,1.29,67.7,22.4,,,
19.1,0.29,1.29,61,51.1,,,
18.1,0.08,0.77,51.4,69.5,,,
16.5,0.08,0.65,40.7,82.5,,,
13.5,0.1,0.48,29.7,93,,,
12.3,0.22,0.35,18.8,102.5,,,
11.3,0.75,0.18,8.3,112,,,
8.8,0.01,0.01,0,0,,,
6.4,0,0,0,0,,,
4.6,0,0,0,0,,,
5.7,0,0,0,0,,,
5.7,0,0,0,0,,,
3.8,0,0,0,0,,,
2.7,0,0,0,0,,,
1.7,0,0,0,0,,,
0.7,0,0,0,0,,,
0.9,0.06,0.03,0.5,-120,,,
2.2,1.22,0.22,10.4,-110.2,,,
5,2.16,0.36,21,-100.8,,,
8.8,2.51,0.48,32,-91.2,,,
12.5,2.64,0.63,42.9,-80.4,,,
14.6,2.67,0.76,53.5,-66.6,,,
16,2.68,0.87,62.7,-46.7,,,
17.4,2.68,0.92,68.5,-15.5,,,
18.8,2.71,0.9,67.8,22.4,,,
18.4,2.68,0.85,61.1,51.2,,,
17.9,2.66,0.75,51.5,69.6,,,
17.7,2.61,0.61,40.8,82.6,,,
17.1,2.43,0.47,29.9,93.1,,,
14.5,0.57,0.43,19,102.6,,,
12.6,0.25,0.15,8.5,112.1,,,
10.6,0.01,0.01,0,0,,,
8.9,0,0,0,0,,,
8,0,0,0,0,,,
7.4,0,0,0,0,,,
6.6,0,0,0,0,,,
6.4,0,0,0,0,,,
6.9,0,0,0,0,,,
7.3,0,0,0,0,,,
7.5,0,0,0,0,,,
7.7,0.02,0.02,0.6,-120.1,,,
8.4,0.07,0.13,10.5,-110.4,,,
9.4,0.07,0.29,21.1,-101,,,
9.7,0.07,0.46,32,-91.4,,,
9.9,0.09,0.63,43,-80.5,,,
10.6,0.08,0.78,53.6,-66.8,,,
11,0.09,0.89,62.8,-46.9,,,
10.9,0.03,1,68.6,-15.7,,,
12.6,0.04,0.99,67.9,22.5,,,
13.3,0.03,0.92,61.2,51.3,,,
12.2,0.06,0.78,51.6,69.7,,,
12,0.06,0.62,41,82.7,,,
11.2,0.03,0.35,30,93.2,,,
11.3,0.03,0.2,19.1,102.7,,,
11.5,0.08,0.11,8.6,112.1,,,
10.5,0.01,0.01,0,0,,,
9.9,0,0,0,0,,,
9.5,0,0,0,0,,,
8.4,0,0,0,0,,,
8.5,0,0,0,0,,,
8.2,0,0,0,0,,,
7.7,0,0,0,0,,,
8,0,0,0,0,,,
7.2,0,0,0,0,,,
7.7,0.02,0.02,0.6,-120.2,,,
8,0.09,0.14,10.6,-110.5,,,
9.4,0.07,0.3,21.2,-101.1,,,
11.4,0.12,0.55,32.1,-91.5,,,
12.1,0.06,0.66,43.1,-80.7,,,
12.1,0.09,0.79,53.6,-67,,,
12.4,0.1,0.89,62.9,-47.1,,,
12.9,0.04,1.01,68.7,-15.8,,,
13.3,0.04,0.99,68.1,22.5,,,
14,0.03,0.92,61.4,51.5,,,
14.9,0.06,0.78,51.8,69.9,,,
12.2,0.07,0.62,41.1,82.8,,,
13.5,0.08,0.43,30.1,93.3,,,
13,0.08,0.26,19.2,102.8,,,
12.2,0.08,0.11,8.7,112.2,,,
11.4,0.01,0.01,0,0,,,
10.1,0,0,0,0,,,
9.3,0,0,0,0,,,
9.1,0,0,0,0,,,
9.1,0,0,0,0,,,
9.1,0,0,0,0,,,
9.2,0,0,0,0,,,
9.4,0,0,0,0,,,
9.3,0,0,0,0,,,
9,0.02,0.02,0.7,-120.4,,,
9.1,0.08,0.14,10.6,-110.6,,,
9.5,0.08,0.3,21.2,-101.2,,,
9.4,0.08,0.47,32.1,-91.6,,,
10,0.07,0.66,43.1,-80.9,,,
10.3,0.06,0.84,53.7,-67.2,,,
10.6,0.04,0.97,63,-47.4,,,
12.4,0.22,1.32,68.9,-16,,,
